Reference Year,Local Government,Waste Resource Recovery Group WRRG,Garbage Annual Tonnes Collected,Recycling Annual Tonnes Collected,Recycling Annual Tonnes  Processed sorted,Organics Annual Tonnes Collected,Organics Annual Tonnes Processed,Total Annual Tonnes of Waste Collected,Total Annual Tonnes of Waste Processed Sorted
2015-2016,Pyrenees Shire Council,Grampians Central West ,1823.0,380.0,330.0,90.0,90.0,2293.0,420.0
2015-2016,Queenscliffe Borough Council,Barwon South West ,1116.0,450.43,450.43,511.0,511.0,2077.4300000000003,961.4300000000001
2015-2016,South Gippsland Shire Council,Gippsland ,3900.0,2228.0,2050.0,1700.0,1700.0,7828.0,3750.0
2015-2016,Southern Grampians Shire Council,Barwon South West ,2127.0,1612.0,1612.0,310.0,310.0,4049.0,1922.0
2015-2016,Stonnington City Council,Metropolitan ,24377.0,10150.0,10150.0,3238.0,3238.0,37765.0,13388.0
2015-2016,Strathbogie Shire Council,Goulburn Valley ,971.0,1029.13,961.23,1057.0,999.0,3057.13,1960.23
2015-2016,Surf Coast Shire Council,Barwon South West ,6290.0,4538.98,4538.98,2918.0,2918.0,13746.98,7456.98
2015-2016,Swan Hill Rural City Council,Loddon Mallee ,3959.0,1928.0,1659.0,267.0,267.0,6154.0,1926.0
2015-2016,Towong Shire Council,North East ,1726.0,823.0,823.0,0.0,0.0,2549.0,823.0
2015-2016,Wangaratta Rural City Council,North East ,5088.0,3111.0,3111.0,3255.0,3181.0,11454.0,6292.0
2015-2016,Warrnambool City Council,Barwon South West ,6273.0,3895.0,3895.0,0.0,0.0,10168.0,3895.0
2015-2016,Wellington Shire Council,Gippsland ,7264.0,4855.0,4434.1001,0.0,0.0,12119.0,4434.1001
2015-2016,West Wimmera Shire Council,Grampians Central West ,883.0,195.72,190.72,0.0,0.0,1078.72,190.72
2015-2016,Whitehorse City Council,Metropolitan ,28773.0,17296.0,16156.0,11615.0,11615.0,57684.0,27771.0
2015-2016,Whittlesea City Council,Metropolitan ,35167.0,16614.0,14570.0,11590.0,11590.0,63371.0,26160.0
2015-2016,Wodonga City Council,North East ,4458.1602,3957.5901,3553.9099,7297.0,7209.4302,15712.7503,10763.3401
2015-2016,Wyndham City Council,Metropolitan ,43899.0,18716.0,18716.0,6518.0,6518.0,69133.0,25234.0
2015-2016,Yarra City Council,Metropolitan ,15777.0,9346.6104,8596.0801,332.0,332.0,25455.610399999998,8928.0801
2015-2016,Yarra Ranges Shire Council,Metropolitan ,29943.0,17414.0,16265.0,9651.0,9651.0,57008.0,25916.0
2015-2016,Yarriambiack Shire Council,Grampians Central West ,1768.0,595.0,582.0,0.0,0.0,2363.0,582.0
2016-2017,Alpine Shire Council,North East ,1650.0,1519.16,1519.16,89.0,89.0,3258.16,1608.16
2016-2017,Ararat Rural City Council,Grampians Central West ,2812.0,871.7,871.7,0.0,0.0,3683.7,871.7
2016-2017,Ballarat City Council,Grampians Central West ,20035.0,10549.46,8861.5469,9380.0,9380.0,39964.46,18241.5469
2016-2017,Banyule City Council,Metropolitan ,20055.0,12028.0,11178.0,11062.0,11062.0,43145.0,22240.0
2016-2017,Bass Coast Shire Council,Gippsland ,8708.0703,4580.6201,4305.7798,0.0,0.0,13288.6904,4305.7798
2016-2017,Baw Baw Shire Council,Gippsland ,8934.0,4704.8501,4337.8901,5404.0,5349.96,19042.8501,9687.8501
2016-2017,Bayside City Council,Metropolitan ,20370.0,11144.0,11144.0,9974.0,9974.0,41488.0,21118.0
2016-2017,Benalla Rural City Council,North East ,1927.28,1787.53,1787.53,1551.6,1551.6,5266.41,3339.13
2016-2017,Boroondara City Council,Metropolitan ,39756.0,19480.9492,16832.0,16578.0,16578.0,75814.9492,33410.0
2016-2017,Brimbank City Council,Metropolitan ,43242.0,16362.0,14120.0,12567.0,12567.0,72171.0,26687.0
2016-2017,Buloke Shire Council,Loddon Mallee ,2657.0,816.0,816.0,0.0,0.0,3473.0,816.0
2016-2017,Campaspe Shire Council,Goulburn Valley ,8286.0,4073.0,4073.0,2240.0,2240.0,14599.0,6313.0
2016-2017,Cardinia Shire Council,Metropolitan ,18666.0,9667.0,9667.0,7005.0,7005.0,35338.0,16672.0
2016-2017,Casey City Council,Metropolitan ,56512.4805,27547.7305,27547.7305,34632.5189,34632.5189,118692.7299,62180.2494
2016-2017,Central Goldfields Shire Council,Grampians Central West ,2370.0,1375.1,1306.3,404.0,404.0,4149.1,1710.3
2016-2017,Colac Otway Shire Council,Barwon South West ,5222.98,2206.72,2206.72,2462.0,2462.0,9891.699999999999,4668.719999999999
2016-2017,Corangamite Shire Council,Barwon South West ,1889.0,1393.98,1095.09,1979.0,1979.0,5261.98,3074.09
2016-2017,Darebin City Council,Metropolitan ,27495.0,14072.0,12158.2002,11300.0,11300.0,52867.0,23458.2002
2016-2017,East Gippsland Shire Council,Gippsland ,8190.52,4174.46,4048.76,4343.6001,4343.6001,16708.5801,8392.3601
2016-2017,Frankston City Council,Metropolitan ,25354.0,15393.9102,14724.2695,14226.0,14226.0,54973.9102,28950.269500000002
2016-2017,Gannawarra Shire Council,Loddon Mallee ,2370.0,1192.0,1192.0,365.0,600.0,3927.0,1792.0
2016-2017,Glen Eira City Council,Metropolitan ,30706.0,13225.0,13225.0,12381.0,12381.0,56312.0,25606.0
2016-2017,Glenelg Shire Council,Barwon South West ,3020.0,1686.0,1364.0,0.0,0.0,4706.0,1364.0
2016-2017,Golden Plains Shire Council,Grampians Central West ,4314.0,2955.0,2955.0,0.0,0.0,7269.0,2955.0
2016-2017,Greater Bendigo City Council,Loddon Mallee ,24100.0,10550.0,7839.0,9158.0,9158.0,43808.0,16997.0
2016-2017,Greater Dandenong City Council,Metropolitan ,29097.4395,12456.2998,10777.21,13872.9102,13872.9102,55426.6495,24650.120199999998
2016-2017,Greater Geelong City Council,Barwon South West ,47211.0,27392.0,27392.0,33982.0,33982.0,108585.0,61374.0
2016-2017,Greater Shepparton City Council,Goulburn Valley ,14500.0,7622.0,7322.0,7600.0,7600.0,29722.0,14922.0
2016-2017,Hepburn Shire Council,Grampians Central West ,3688.0,1485.0,1109.0,0.0,0.0,5173.0,1109.0
2016-2017,Hindmarsh Shire Council,Grampians Central West ,1658.0,403.15,330.57,0.0,0.0,2061.15,330.57
2016-2017,Hobsons Bay City Council,Metropolitan ,19330.0,9486.1602,9111.0,8184.0,8184.0,37000.1602,17295.0
2016-2017,Horsham Rural City Council,Grampians Central West ,5877.0,1872.0,1872.0,0.0,0.0,7749.0,1872.0
2016-2017,Hume City Council,Metropolitan ,48640.0,14724.0,14123.1504,5688.0,5688.0,69052.0,19811.1504
2016-2017,Indigo Shire Council,North East ,2113.0,1841.0,1841.0,2288.0,2288.0,6242.0,4129.0
2016-2017,Kingston City Council,Metropolitan ,30635.0,15257.0,14189.0,14986.0,14836.0,60878.0,29025.0
2016-2017,Knox City Council,Metropolitan ,28782.0,16128.0,13515.0,20033.0,20033.0,64943.0,33548.0
2016-2017,Latrobe City Council,Gippsland ,15118.0,6020.0,5298.0,9626.0,9626.0,30764.0,14924.0
2016-2017,Loddon Shire Council,Loddon Mallee ,2672.0,654.16,654.16,0.0,0.0,3326.16,654.16
2016-2017,Macedon Ranges Shire Council,Loddon Mallee ,9180.0,4251.0,4251.0,3275.0,3182.5,16706.0,7433.5
2016-2017,Manningham City Council,Metropolitan ,20946.0195,11362.3398,11362.3398,15763.95,15763.95,48072.30929999999,27126.289800000002
2016-2017,Mansfield Shire Council,North East ,2418.0,1277.11,1221.0,0.0,0.0,3695.1099999999997,1221.0
2016-2017,Maribyrnong City Council,Metropolitan ,17602.0,7528.0,7039.0,2097.0,2097.0,27227.0,9136.0
2016-2017,Maroondah City Council,Metropolitan ,20728.0,11576.0,10409.0,13695.0,13695.0,45999.0,24104.0
2016-2017,Melbourne City Council,Metropolitan ,25923.5996,9532.5303,9046.3701,88.72,88.72,35544.8499,9135.0901
2016-2017,Melton Shire Council,Metropolitan ,28521.6309,12038.5,12038.5,12406.1201,12406.1201,52966.251000000004,24444.6201
2016-2017,Mildura Rural City Council,Loddon Mallee ,11584.3398,5479.5298,5347.7402,0.0,0.0,17063.869599999998,5347.7402
2016-2017,Mitchell Shire Council,Goulburn Valley ,7951.3799,3709.52,3464.6799,0.0,0.0,11660.8999,3464.6799
2016-2017,Moira Shire Council,Goulburn Valley ,4593.0,2890.0,2890.0,2762.0,2762.0,10245.0,5652.0
2016-2017,Monash City Council,Metropolitan ,32382.0,15671.0,15671.0,20333.0,20333.0,68386.0,36004.0
2016-2017,Moonee Valley City Council,Metropolitan ,24457.0,10784.0,10784.0,8582.16,8582.16,43823.16,19366.16
2016-2017,Moorabool Shire Council,Grampians Central West ,5758.9399,3177.74,2963.51,194.4,194.4,9131.079899999999,3157.9100000000003
2016-2017,Moreland City Council,Metropolitan ,30559.0,16545.0,13679.0,10011.0,10011.0,57115.0,23690.0
2016-2017,Mornington Peninsula Shire Council,Metropolitan ,31394.0,23154.7207,23154.7207,9575.0,9575.0,64123.720700000005,32729.7207
2016-2017,Mount Alexander Shire Council,Loddon Mallee ,3101.55,1653.42,1653.42,0.0,0.0,4754.97,1653.42
2016-2017,Moyne Shire Council,Barwon South West ,1985.62,1267.88,1267.88,1714.84,1714.84,4968.34,2982.7200000000003
2016-2017,Murrindindi Shire Council,Goulburn Valley ,2638.0,1376.17,1285.34,0.0,0.0,4014.17,1285.34
2016-2017,Nillumbik Shire Council,Metropolitan ,7473.0,6688.6001,6688.6001,7838.0,7838.0,21999.6001,14526.6001
2016-2017,Northern Grampians Shire Council,Grampians Central West ,2607.0701,1292.0,1292.0,0.0,0.0,3899.0701,1292.0
2016-2017,Port Phillip City Council,Metropolitan ,21556.0,10586.0,9675.0,0.0,0.0,32142.0,9675.0
2016-2017,Pyrenees Shire Council,Grampians Central West ,1890.0,552.26,552.26,143.0,143.0,2585.26,695.26
2016-2017,Queenscliffe Borough Council,Barwon South West ,1032.0,555.0,555.0,642.0,642.0,2229.0,1197.0
2016-2017,South Gippsland Shire Council,Gippsland ,3963.0,2193.0,2018.0,1990.0,1990.0,8146.0,4008.0
2016-2017,Southern Grampians Shire Council,Barwon South West ,2484.0,1291.0,1291.0,463.0,463.0,4238.0,1754.0
2016-2017,Stonnington City Council,Metropolitan ,22275.0,9715.0,9302.0,3377.0,3377.0,35367.0,12679.0
2016-2017,Strathbogie Shire Council,Goulburn Valley ,1002.0,1055.0,989.0,1315.0,1272.0,3372.0,2261.0
2016-2017,Surf Coast Shire Council,Barwon South West ,6526.0,4519.0,4519.0,3378.0,3378.0,14423.0,7897.0
2016-2017,Swan Hill Rural City Council,Loddon Mallee ,4065.0,1996.21,1756.66,306.0,306.0,6367.21,2062.66
2016-2017,Towong Shire Council,North East ,1734.0,823.0,823.0,0.0,0.0,2557.0,823.0
2016-2017,Wangaratta Rural City Council,North East ,4783.0,3515.0,3141.0,3970.0,3880.0,12268.0,7021.0
2016-2017,Warrnambool City Council,Barwon South West ,5877.0,3616.0,3616.0,0.0,0.0,9493.0,3616.0
2016-2017,Wellington Shire Council,Gippsland ,7093.0,5185.0,4734.9502,0.0,0.0,12278.0,4734.9502
2016-2017,West Wimmera Shire Council,Grampians Central West ,902.0,202.0,196.0,0.0,0.0,1104.0,196.0
2016-2017,Whitehorse City Council,Metropolitan ,28565.0,17570.0,15955.0,13251.0,13251.0,59386.0,29206.0
2016-2017,Whittlesea City Council,Metropolitan ,35194.0,15925.0,13475.0,14065.0,14065.0,65184.0,27540.0
2016-2017,Wodonga City Council,North East ,4584.0,4080.0,3740.0,7960.0,7880.0,16624.0,11620.0
2016-2017,Wyndham City Council,Metropolitan ,45511.0,20993.75,18356.0,8491.0,8491.0,74995.75,26847.0
2016-2017,Yarra City Council,Metropolitan ,15678.0,9350.0,8777.0,442.0,442.0,25470.0,9219.0
2016-2017,Yarra Ranges Shire Council,Metropolitan ,30400.0,17239.0,16101.0,11383.0,11383.0,59022.0,27484.0
2016-2017,Yarriambiack Shire Council,Grampians Central West ,1819.0,557.0,545.0,0.0,0.0,2376.0,545.0
2017-2018,Alpine Shire Council,North East ,1722.0,1708.6801,1542.01,93.0,93.0,3523.6801,1635.01
2017-2018,Ararat Rural City Council,Grampians Central West ,2707.0,895.93,837.69,0.0,0.0,3602.93,837.69
2017-2018,Ballarat City Council,Grampians Central West ,20414.2793,10008.8604,8647.6104,8707.3096,8707.3096,39130.4493,17354.92
2017-2018,Banyule City Council,Metropolitan ,21349.0,12881.0,12202.0,9977.0,9977.0,44207.0,22179.0
2017-2018,Bass Coast Shire Council,Gippsland ,4889.0,4820.0,4531.0,7681.0,7681.0,17390.0,12212.0
2017-2018,Baw Baw Shire Council,Gippsland ,9256.1797,4777.3999,4404.7798,5468.3301,5468.3301,19501.9097,9873.1099
2017-2018,Bayside City Council,Metropolitan ,20957.0,10931.0,9549.9102,10401.0,10401.0,42289.0,19950.9102
2017-2018,Benalla Rural City Council,North East ,2073.0,1707.35,1618.41,1551.0,1551.0,5331.35,3169.41
2017-2018,Boroondara City Council,Metropolitan ,35732.0,17796.0,15376.0,16672.99,16672.99,70200.98999999999,32048.989999999998
2017-2018,Brimbank City Council,Metropolitan ,42742.0,16094.0,13875.0,11550.0,11550.0,70386.0,25425.0
2017-2018,Buloke Shire Council,Loddon Mallee ,2185.0,830.0,784.0,0.0,0.0,3015.0,784.0
2017-2018,Campaspe Shire Council,Goulburn Valley ,7893.0,3942.0,3393.0,1798.0,1798.0,13633.0,5191.0
2017-2018,Cardinia Shire Council,Metropolitan ,18842.8008,10047.6797,8942.4297,7080.2798,7080.2798,35970.7603,16022.7095
2017-2018,Casey City Council,Metropolitan ,58557.2188,27850.6309,24867.8301,32954.4502,32954.4502,119362.29990000001,57822.2803
2017-2018,Central Goldfields Shire Council,Grampians Central West ,2280.0,1308.9,1243.5,389.95,389.95,3978.85,1633.45
2017-2018,Colac Otway Shire Council,Barwon South West ,5443.9502,2299.0,2145.1201,2694.6101,2694.6101,10437.560300000001,4839.7302
2017-2018,Corangamite Shire Council,Barwon South West ,1776.0,1478.0,1333.89,1772.0,1772.0,5026.0,3105.8900000000003
2017-2018,Darebin City Council,Metropolitan ,26133.0,14570.9697,13304.75,10710.0,10710.0,51413.9697,24014.75
2017-2018,East Gippsland Shire Council,Gippsland ,8012.9102,4392.8398,4217.1299,3901.8201,3901.8201,16307.5701,8118.95
2017-2018,Frankston City Council,Metropolitan ,25253.0,15172.54,14512.5303,13630.0,13630.0,54055.54,28142.5303
2017-2018,Gannawarra Shire Council,Loddon Mallee ,2313.0,1218.29,1087.8101,600.0,418.0,4131.29,1505.8101
2017-2018,Glen Eira City Council,Metropolitan ,29979.0,12764.0,11396.9805,11501.82,11501.82,54244.82,22898.800499999998
2017-2018,Glenelg Shire Council,Barwon South West ,3352.0,1268.46,929.02,0.0,0.0,4620.46,929.02
2017-2018,Golden Plains Shire Council,Grampians Central West ,4270.0,2915.0,2538.3999,0.0,0.0,7185.0,2538.3999
2017-2018,Greater Bendigo City Council,Loddon Mallee ,23036.0,11998.7998,10242.0,10119.0,10119.0,45153.7998,20361.0
2017-2018,Greater Dandenong City Council,Metropolitan ,29799.1406,12518.7402,10803.1504,12693.6104,12693.6104,55011.4912,23496.7608
2017-2018,Greater Geelong City Council,Barwon South West ,48324.0,27273.1602,25009.5,32352.0,32352.0,107949.1602,57361.5
2017-2018,Greater Shepparton City Council,Goulburn Valley ,13499.8096,6588.4302,5882.8101,6697.5898,6697.5898,26785.829599999997,12580.3999
2017-2018,Hepburn Shire Council,Grampians Central West ,3826.0,1654.0,1477.0,0.0,0.0,5480.0,1477.0
2017-2018,Hindmarsh Shire Council,Grampians Central West ,1097.0,592.78,486.06,0.0,0.0,1689.78,486.06
2017-2018,Hobsons Bay City Council,Metropolitan ,19272.0,9175.9502,8806.96,7411.0,7411.0,35858.9502,16217.96
2017-2018,Horsham Rural City Council,Grampians Central West ,5706.8999,1756.17,1568.0,0.0,0.0,7463.0699,1568.0
2017-2018,Hume City Council,Metropolitan ,46344.0,17185.0,15307.0,7869.0,7869.0,71398.0,23176.0
2017-2018,Indigo Shire Council,North East ,2307.1001,1966.86,1792.96,2231.78,2231.78,6505.740100000001,4024.7400000000002
2017-2018,Kingston City Council,Metropolitan ,28789.0,15200.0,13572.0,14816.0,14813.0,58805.0,28385.0
2017-2018,Knox City Council,Metropolitan ,28508.0,15468.0,12374.0,18277.0,18277.0,62253.0,30651.0
2017-2018,Latrobe City Council,Gippsland ,15045.2803,6157.0,5382.0,9157.0,9157.0,30359.2803,14539.0
2017-2018,Loddon Shire Council,Loddon Mallee ,2841.0,658.74,588.0,0.0,0.0,3499.74,588.0
2017-2018,Macedon Ranges Shire Council,Loddon Mallee ,8983.2002,4420.0,3947.0,3033.0,3033.0,16436.2002,6980.0
2017-2018,Manningham City Council,Metropolitan ,20535.4805,12013.7998,11280.5498,15094.720299999999,15094.720299999999,47644.00060000001,26375.2701
2017-2018,Mansfield Shire Council,North East ,2404.1001,1295.58,1251.87,0.0,0.0,3699.6801,1251.87
2017-2018,Maribyrnong City Council,Metropolitan ,19300.0,7428.0,6938.0,2289.0,2289.0,29017.0,9227.0
2017-2018,Maroondah City Council,Metropolitan ,20327.0,11225.0,9780.0,12710.0,12710.0,44262.0,22490.0
2017-2018,Melbourne City Council,Metropolitan ,29316.3594,10719.0,9646.0,124.36,124.36,40159.7194,9770.36
2017-2018,Melton Shire Council,Metropolitan ,27200.0,12100.0,10722.0,9800.0,9800.0,49100.0,20522.0
2017-2018,Mildura Rural City Council,Loddon Mallee ,11517.0596,5482.5098,5136.8999,0.0,0.0,16999.5694,5136.8999
2017-2018,Mitchell Shire Council,Goulburn Valley ,8181.0,4074.51,3805.6001,0.0,0.0,12255.51,3805.6001
2017-2018,Moira Shire Council,Goulburn Valley ,4496.0,2747.0,2453.0,2747.0,2739.0,9990.0,5192.0
2017-2018,Monash City Council,Metropolitan ,32486.0,14597.0,14159.0,19030.0,19030.0,66113.0,33189.0
2017-2018,Moonee Valley City Council,Metropolitan ,24950.0898,10691.4697,9237.4297,7347.2998,7347.2998,42988.859300000004,16584.7295
2017-2018,Moorabool Shire Council,Grampians Central West ,5935.6802,3232.73,3019.3701,760.0,760.0,9928.4102,3779.3701
2017-2018,Moreland City Council,Metropolitan ,30393.0,16214.0,13932.0,8863.0,8863.0,55470.0,22795.0
2017-2018,Mornington Peninsula Shire Council,Metropolitan ,31776.0996,22965.8398,20506.0,12321.0,12321.0,67062.9394,32827.0
2017-2018,Mount Alexander Shire Council,Loddon Mallee ,3118.0801,1756.8101,1569.0,0.0,0.0,4874.8902,1569.0
2017-2018,Moyne Shire Council,Barwon South West ,2003.46,1376.66,1229.0,1875.0601,1875.0601,5255.1801,3104.0600999999997
2017-2018,Murrindindi Shire Council,Goulburn Valley ,2666.75,1431.14,1336.6801,0.0,0.0,4097.89,1336.6801
2017-2018,Nillumbik Shire Council,Metropolitan ,7786.0,6852.0,5991.48,6788.0,6788.0,21426.0,12779.48
2017-2018,Northern Grampians Shire Council,Grampians Central West ,2477.6201,1232.0,1100.0,0.0,0.0,3709.6201,1100.0
2017-2018,Port Phillip City Council,Metropolitan ,21014.0,9756.0,8628.2002,0.0,0.0,30770.0,8628.2002
2017-2018,Pyrenees Shire Council,Grampians Central West ,1049.4,558.87,499.0,0.0,0.0,1608.27,499.0
2017-2018,Queenscliffe Borough Council,Barwon South West ,997.0,565.0,504.5,652.0,652.0,2214.0,1156.5
2017-2018,South Gippsland Shire Council,Gippsland ,4122.3999,2214.5901,2037.5,2061.0,2061.0,8397.99,4098.5
2017-2018,Southern Grampians Shire Council,Barwon South West ,2510.0,1440.8,1354.5,550.0,550.0,4500.8,1904.5
2017-2018,Stonnington City Council,Metropolitan ,22095.0,9315.0,8296.0,3495.0,3495.0,34905.0,11791.0
2017-2018,Strathbogie Shire Council,Goulburn Valley ,997.0,1029.0,969.0,1269.0,1222.0,3295.0,2191.0
2017-2018,Surf Coast Shire Council,Barwon South West ,6576.0,4847.0,4551.5,3500.0,3500.0,14923.0,8051.5
2017-2018,Swan Hill Rural City Council,Loddon Mallee ,5103.0,1607.39,1414.55,326.8,326.8,7037.1900000000005,1741.35
2017-2018,Towong Shire Council,North East ,1850.0,778.0,695.0,0.0,0.0,2628.0,695.0
2017-2018,Wangaratta Rural City Council,North East ,4700.6201,2946.54,2378.49,3732.1399,3732.1399,11379.3,6110.6299
2017-2018,Warrnambool City Council,Barwon South West ,6418.0,3712.0,3229.4399,193.0,190.0,10323.0,3419.4399
2017-2018,Wellington Shire Council,Gippsland ,7013.0,3541.1001,3233.73,0.0,0.0,10554.1001,3233.73
2017-2018,West Wimmera Shire Council,Grampians Central West ,881.6,204.5,182.5,0.0,0.0,1086.1,182.5
2017-2018,Whitehorse City Council,Metropolitan ,28223.0,15856.54,14810.0098,12711.0,12711.0,56790.54,27521.0098
2017-2018,Whittlesea City Council,Metropolitan ,45489.0,13488.0,10618.0,13064.0,13064.0,72041.0,23682.0
2017-2018,Wodonga City Council,North East ,4708.0,3856.0,3482.0,7260.0,7260.0,15824.0,10742.0
2017-2018,Wyndham City Council,Metropolitan ,47200.0,18091.5801,16154.25,8129.0,8129.0,73420.58009999999,24283.25
2017-2018,Yarra City Council,Metropolitan ,15452.0,9150.0,8546.0,487.0,487.0,25089.0,9033.0
2017-2018,Yarra Ranges Shire Council,Metropolitan ,30154.0,17045.0,15920.0,11273.0,11273.0,58472.0,27193.0
2017-2018,Yarriambiack Shire Council,Grampians Central West ,1797.0,609.0,569.42,0.0,0.0,2406.0,569.42
2018-2019,Alpine Shire Council,North East ,2204.0,1693.23,1551.0,100.0,100.0,3997.23,1651.0
2018-2019,Ararat Rural City Council,Grampians Central West ,2600.9199,911.45,624.99,0.0,0.0,3512.3698999999997,624.99
2018-2019,Ballarat City Council,Grampians Central West ,19438.6602,9797.0,8229.0,8885.2197,8885.2197,38120.8799,17114.2197
2018-2019,Banyule City Council,Metropolitan ,20742.0,11729.0,10955.0,9064.0,9064.0,41535.0,20019.0
2018-2019,Bass Coast Shire Council,Gippsland ,4437.0,4921.5,4626.21,9383.0,9383.0,18741.5,14009.21
2018-2019,Baw Baw Shire Council,Gippsland ,9532.8203,4893.9399,4269.6201,5726.6401,5726.6401,20153.4003,9996.2602
2018-2019,Bayside City Council,Metropolitan ,20131.4004,10710.0,9521.2002,10295.0,10295.0,41136.4004,19816.2002
2018-2019,Benalla Rural City Council,North East ,2036.0,1615.87,1408.17,1557.7,1557.7,5209.57,2965.87
2018-2019,Boroondara City Council,Metropolitan ,35798.0,21245.0996,19005.6602,15415.6,15415.6,72458.69959999999,34421.2602
2018-2019,Brimbank City Council,Metropolitan ,42742.0,16706.0,12805.0,11156.0,11156.0,70604.0,23961.0
2018-2019,Buloke Shire Council,Loddon Mallee ,2176.0,975.0,869.0,0.0,0.0,3151.0,869.0
2018-2019,Campaspe Shire Council,Goulburn Valley ,7576.0,3768.0,3245.0,1109.0,1109.0,12453.0,4354.0
2018-2019,Cardinia Shire Council,Metropolitan ,19852.4102,9458.5996,8521.2695,7255.54,7255.54,36566.5498,15776.8095
2018-2019,Casey City Council,Metropolitan ,61906.0,27111.0,25362.2793,32039.0,32039.0,121056.0,57401.279299999995
2018-2019,Central Goldfields Shire Council,Grampians Central West ,2289.0,1345.5,1278.2,378.74,378.74,4013.24,1656.94
2018-2019,Colac Otway Shire Council,Barwon South West ,5164.9702,2245.8,2020.5,2557.51,2557.51,9968.280200000001,4578.01
2018-2019,Corangamite Shire Council,Barwon South West ,1785.0,1294.61,1168.4301,1759.0,1759.0,4838.61,2927.4301
2018-2019,Darebin City Council,Metropolitan ,25826.0,13388.0,12049.0,12343.0,12343.0,51557.0,24392.0
2018-2019,East Gippsland Shire Council,Gippsland ,6776.0,4108.48,3700.0,4000.0,4000.0,14884.48,7700.0
2018-2019,Frankston City Council,Metropolitan ,24796.0,14941.8301,14291.8604,13550.0,13550.0,53287.8301,27841.860399999998
2018-2019,Gannawarra Shire Council,Loddon Mallee ,2142.0,1110.0,1035.0,451.0,451.0,3703.0,1486.0
2018-2019,Glen Eira City Council,Metropolitan ,27933.0,12436.0,11114.0,11575.41,11575.41,51944.41,22689.41
2018-2019,Glenelg Shire Council,Barwon South West ,3473.0801,1777.15,1301.58,0.0,0.0,5250.230100000001,1301.58
2018-2019,Golden Plains Shire Council,Grampians Central West ,4416.0,2722.0,2370.0,0.0,0.0,7138.0,2370.0
2018-2019,Greater Bendigo City Council,Loddon Mallee ,22422.0,10355.0,8906.0,10348.0,10348.0,43125.0,19254.0
2018-2019,Greater Dandenong City Council,Metropolitan ,29222.2402,13193.0,11762.0,12346.46,12346.46,54761.7002,24108.46
2018-2019,Greater Geelong City Council,Barwon South West ,45000.0,27558.9004,25491.9805,36000.0,36000.0,108558.9004,61491.980500000005
2018-2019,Greater Shepparton City Council,Goulburn Valley ,13166.0098,7724.3999,6835.7798,7097.3398,7097.3398,27987.749499999998,13933.1196
2018-2019,Hepburn Shire Council,Grampians Central West ,4865.0,1549.5,1063.4301,0.0,0.0,6414.5,1063.4301
2018-2019,Hindmarsh Shire Council,Grampians Central West ,1544.0,551.05,451.86,0.0,0.0,2095.05,451.86
2018-2019,Hobsons Bay City Council,Metropolitan ,19565.0,8281.3701,7939.5898,6702.0,6702.0,34548.3701,14641.5898
2018-2019,Horsham Rural City Council,Grampians Central West ,5489.8398,1560.52,1340.8,0.0,0.0,7050.3598,1340.8
2018-2019,Hume City Council,Metropolitan ,47386.0,15083.0,13280.0,7408.0,7408.0,69877.0,20688.0
2018-2019,Indigo Shire Council,North East ,2250.8201,1850.0,1707.0,2124.0,2124.0,6224.8201,3831.0
2018-2019,Kingston City Council,Metropolitan ,28765.0,14444.5996,12929.0,14074.0,14069.0,57283.5996,26998.0
2018-2019,Knox City Council,Metropolitan ,28032.4199,15033.6396,14041.6396,18089.8799,18089.8799,61155.9394,32131.519500000002
2018-2019,Latrobe City Council,Gippsland ,15027.0,6678.0,5275.0,7860.0,7860.0,29565.0,13135.0
2018-2019,Loddon Shire Council,Loddon Mallee ,2349.0,619.0,551.0,0.0,0.0,2968.0,551.0
2018-2019,Macedon Ranges Shire Council,Loddon Mallee ,9222.2998,4509.5,4211.5,2969.0,2969.0,16700.7998,7180.5
2018-2019,Manningham City Council,Metropolitan ,19648.5195,10512.7305,9835.2598,14045.34,14045.34,44206.590000000004,23880.5998
2018-2019,Mansfield Shire Council,North East ,2325.48,1277.87,1100.72,0.0,0.0,3603.35,1100.72
2018-2019,Maribyrnong City Council,Metropolitan ,18705.0,7234.3799,6606.9502,1983.0,1983.0,27922.3799,8589.9502
2018-2019,Maroondah City Council,Metropolitan ,20123.0,11010.0,9790.0,12293.0,12293.0,43426.0,22083.0
2018-2019,Melbourne City Council,Metropolitan ,30182.6895,11509.8896,10128.7002,97.82,97.82,41790.3991,10226.520199999999
2018-2019,Melton Shire Council,Metropolitan ,30000.0,12200.0,10220.0,7000.0,7000.0,49200.0,17220.0
2018-2019,Mildura Rural City Council,Loddon Mallee ,11792.4199,4951.04,4692.6001,0.0,0.0,16743.4599,4692.6001
2018-2019,Mitchell Shire Council,Goulburn Valley ,8252.4404,4058.22,3493.3401,0.0,0.0,12310.660399999999,3493.3401
2018-2019,Moira Shire Council,Goulburn Valley ,4503.0,2630.0,2340.0,2368.0,2362.0,9501.0,4702.0
2018-2019,Monash City Council,Metropolitan ,31697.0,14377.71,13371.2695,17667.96,17667.96,63742.67,31039.2295
2018-2019,Moonee Valley City Council,Metropolitan ,24081.0,9891.0,9239.0,6917.7798,6917.7798,40889.779800000004,16156.7798
2018-2019,Moorabool Shire Council,Grampians Central West ,6171.1899,3019.3301,2805.97,687.06,687.06,9877.58,3493.0299999999997
